                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3763,                 59.686,                 2.1336,                      0,                      0,                      0,                      0,                 6.4008,                    136,                 3.7739,              1.667e-05,              1.667e-05,              1.667e-05
